1651	182
1638	159
1656	154
1661	132
1647	121
1618	100
1617	72
1663	31
1656	63
1653	85
1601	161
1585	179
1691	138
1725	172
1745	77
1748	33
1732	11
1693	14
1541	56
1568	132
1558	77
1513	50
1768	438
1769	409
1755	382
1578	8
1635	11
1719	115
1755	514
1769	576
1726	601
1690	634
1717	636
1687	609
1714	576
1671	655
1704	703
1745	701
1739	760
1647	593
1658	575
1668	536
1658	493
1673	475
1693	448
1637	470
1611	451
1582	490
1566	557
1571	586
1594	601
1617	588
1577	628
1621	628
1551	608
1467	418
1509	361
1548	342
1673	330
1526	214
1469	156
1394	146
1365	125
1371	16
1217	237
1223	310
1262	316
1299	325
1298	361
1341	378
1360	362
1352	329
1434	496
1393	457
1147	355
1120	361
1086	339
1085	366
1078	394
1127	394
1101	398
1150	412
1163	394
1663	1134
1677	1161
1661	1187
1623	1194
1595	1168
1612	1121
1749	1194
1743	1036
1748	981
1700	961
1687	938
1673	892
1653	918
1628	902
1588	887
1584	864
1621	822
1579	815
1597	843
1588	1254
1575	1234
1556	1217
1529	1197
1515	1171
1522	1138
1552	1134
1500	1122
1462	1138
1453	1195
1492	1200
1496	1231
1495	1264
1433	1180
1338	918
1358	902
1349	947
1321	941
1316	976
1275	981
1255	947
1219	954
1255	897
1328	882
1334	856
1309	855
1299	882
1367	822
1367	796
1357	759
1364	737
1344	724
1303	733
1312	708
1288	704
1256	705
1183	733
1150	720
1148	685
1293	784
1321	830
1288	580
1256	590
1199	598
1210	560
1219	537
1227	507
1253	526
1178	516
1180	486
1158	486
1112	471
1140	465
1127	552
1158	576
1061	506
1046	544
1020	511
1042	448
1020	432
999	425
984	448
953	448
959	422
941	474
983	491
920	448
921	421
907	475
842	448
849	408
900	365
868	365
867	316
897	313
905	287
931	270
956	241
993	257
999	281
960	292
977	302
959	326
1076	225
1074	207
1079	256
1030	228
941	194
911	171
880	184
845	230
914	234
1551	1043
1539	1012
1533	968
1614	1065
959	678
980	664
1002	665
994	626
1020	625
1020	579
994	580
974	560
967	586
944	580
923	575
918	603
921	641
733	345
747	310
747	287
717	315
687	270
716	267
730	234
713	217
700	197
698	171
678	145
707	141
700	116
740	118
775	133
785	155
785	204
811	198
785	237
878	93
673	394
651	365
645	303
657	432
687	529
706	498
733	491
737	465
757	473
766	497
762	524
762	555
793	527
796	490
812	467
835	496
806	429
1160	1229
1161	1188
1155	1145
1193	1184
1219	1152
1118	1160
1118	1139
1086	1147
1043	1145
1028	1155
1007	1172
1020	1187
1053	1190
1074	1233
1111	1246
1105	1264
1242	1125
1022	1063
983	1063
984	1037
938	1033
898	1023
890	994
901	980
951	1003
865	980
872	922
898	940
875	947
885	897
941	924
951	897
980	901
980	931
1015	915
1016	950
1022	1000
989	989
1043	957
1059	1001
1045	1040
861	1127
859	1004
865	1032
838	1019
665	888
700	888
727	888
717	859
757	871
790	851
815	866
780	887
823	898
849	859
891	853
851	878
905	805
908	865
925	846
931	799
917	764
885	773
857	777
881	750
861	737
834	733
819	770
782	760
803	822
776	810
754	800
740	770
707	760
701	780
673	753
688	726
651	787
639	810
655	842
652	868
849	1175
845	1152
816	1139
786	1122
683	1101
707	1086
739	1053
746	1068
816	1045
795	1016
753	997
733	991
736	1020
661	1076
642	1114
654	1168
615	1104
594	1092
619	1062
650	1032
681	993
645	970
667	945
619	944
586	915
542	928
571	1007
520	1033
493	1017
468	984
451	934
468	918
503	894
464	809
479	782
555	770
536	799
486	738
463	724
418	704
384	705
401	736
388	754
405	806
431	819
375	849
348	797
365	818
349	764
368	727
316	816
648	661
670	639
655	613
632	598
652	573
596	589
573	605
578	631
614	646
685	658
698	632
560	567
542	565
514	593
487	636
456	628
464	589
486	562
468	615
372	592
394	605
397	567
408	544
397	519
375	536
371	566
351	534
343	516
316	500
316	524
320	553
296	523
263	553
269	589
293	598
318	601
233	542
241	519
220	576
273	638
256	692
299	684
296	730
246	740
224	733
162	675
142	730
126	708
182	756
98	652
141	616
343	467
328	444
352	431
385	448
404	465
414	440
417	414
412	386
368	381
352	356
356	395
479	438
468	406
476	464
466	316
441	287
443	251
470	276
504	233
480	235
530	246
420	582
525	292
525	317
497	320
499	340
548	330
546	303
555	273
1121	908
246	270
270	225
270	264
329	228
345	207
374	207
401	212
422	231
368	281
315	302
313	335
266	320
352	244
384	181
420	171
594	184
499	178
463	189
655	256
244	228
42	70
1033	304
1450	901
1462	889
1472	790
1658	769
1643	721
1620	704
1588	717
1575	754
1608	1277
1473	1058
1352	1221
1275	1207
1282	1165
1325	1158
1361	1170
1365	1203
1301	1131
1262	1092
1229	1032
855	1249
875	1217
983	1144
1222	717
1181	668
710	1188
