61	757
133	753
157	725
143	709
203	725
227	755
169	663
349	723
345	695
321	753
347	755
361	599
129	857
127	833
147	893
187	903
219	893
245	849
255	793
97	1011
81	1045
61	1067
151	1075
141	1099
119	1073
119	1115
151	1143
187	1149
221	1149
251	1147
283	1137
295	1111
301	1083
289	1055
273	1029
247	1011
199	997
183	1017
157	1043
331	791
329	825
329	1211
319	1233
329	1295
303	1279
349	1193
357	1295
351	1331
321	1335
185	1255
149	1291
75	1251
63	1307
229	1217
333	1413
303	1421
323	1443
349	1461
261	1473
279	1497
267	1549
241	1549
209	1549
173	1561
303	1559
337	1569
35	1529
71	1533
109	1509
367	1415
351	1507
561	383
683	205
715	187
735	201
705	219
375	697
455	781
477	721
371	635
411	653
403	535
417	559
431	589
461	593
461	509
447	551
503	471
543	451
579	443
601	457
599	519
605	563
527	593
517	569
509	621
565	623
567	709
553	745
523	759
505	779
615	633
655	615
673	593
657	653
713	423
733	443
727	477
711	459
693	441
685	475
693	509
727	505
717	535
729	655
729	679
705	711
415	847
455	839
457	813
721	811
711	837
691	821
665	823
641	823
613	815
585	823
567	847
533	877
517	903
519	937
505	959
553	999
555	965
595	969
583	1019
611	987
635	957
677	951
663	967
697	953
727	961
731	941
703	991
387	1057
419	1043
453	1027
489	1031
489	1061
509	1073
523	1105
527	1133
527	1171
443	1153
397	789
721	1065
695	1057
673	1061
651	1061
637	1097
621	1109
619	1129
645	1153
645	1175
493	1189
385	1219
409	1221
431	1239
461	1253
479	1301
445	1317
425	1315
451	1337
419	1415
379	1501
403	1527
435	1511
449	1483
445	1453
451	1423
477	1495
469	1517
497	1335
495	1369
519	1351
521	1379
535	1429
557	1421
565	1399
545	1273
555	1249
579	1239
603	1229
643	1271
647	1309
639	1339
613	1341
585	1327
575	1299
589	1359
643	1497
667	1463
681	1493
623	1569
647	1211
671	1207
701	1233
719	1251
749	177
739	257
759	233
787	229
805	249
813	219
793	153
817	129
861	115
889	95
915	83
949	75
979	65
1017	63
1043	67
1073	67
1095	73
981	211
951	201
919	209
899	201
875	201
859	211
799	371
1093	363
775	399
757	417
743	523
771	521
759	547
787	547
795	527
823	521
831	541
809	545
875	487
913	473
941	467
837	447
1077	395
1039	455
981	511
935	533
931	575
943	597
849	589
835	619
767	645
789	689
789	665
837	665
917	679
859	693
839	719
771	707
757	725
783	745
1095	593
1017	693
987	701
989	731
1007	721
1027	725
1057	701
1035	705
967	729
951	751
913	753
893	753
831	777
853	781
929	785
1051	749
1067	769
1101	687
747	791
785	949
807	949
825	923
845	903
829	883
797	869
837	857
779	855
749	849
857	965
867	937
895	809
961	835
935	851
987	823
1011	843
1001	833
981	885
1021	883
1057	797
1087	791
1019	971
1051	987
1089	969
1093	911
991	989
955	1011
931	1009
909	1029
891	1029
811	1089
859	1109
881	1133
903	1141
929	1139
957	1095
921	1093
973	1099
989	1085
1015	1081
999	1135
969	1143
1017	1179
1029	1155
1099	1071
1083	1117
757	1071
777	1091
747	1035
1087	1203
1013	1213
925	1289
905	1285
863	1309
753	1267
781	1273
799	1293
813	1279
849	1281
883	1281
959	1271
1003	1269
769	1335
761	1573
767	1527
791	1551
819	1549
829	1523
869	1517
849	1467
843	1437
843	1397
825	1401
853	1363
889	1349
935	1365
949	1343
967	1329
973	1361
959	1413
955	1459
937	1485
897	1497
895	1541
883	1567
941	1565
1077	1421
1087	1385
1099	1437
1091	1493
1091	1327
1121	83
1151	95
1159	119
1175	139
1165	179
1153	207
1131	223
1115	199
1337	89
1435	121
1429	187
1455	193
1279	237
1307	237
1359	229
1323	197
1235	249
1251	279
1201	313
1243	317
1249	365
1293	285
1285	309
1431	321
1313	383
1185	475
1181	567
1189	595
1213	575
1235	601
1155	577
1113	563
1129	715
1119	675
1199	683
1175	667
1141	671
1195	741
1221	703
1157	745
1291	749
1271	631
1305	645
1331	661
1335	569
1363	587
1363	525
1297	541
1277	547
1433	507
1423	541
1445	547
1465	581
1455	675
1429	655
1415	699
1447	703
1385	707
1321	743
1155	869
1153	839
1207	825
1235	821
1259	821
1143	793
1281	793
1315	807
1457	801
1315	881
1263	891
1257	915
1223	905
1149	893
1143	919
1139	947
1135	973
1145	1003
1139	1031
1173	1031
1175	1055
1189	1091
1239	1167
1245	1127
1251	1099
1267	1103
1295	1081
1259	1057
1283	1043
1275	1021
1279	991
1271	967
1275	949
1251	951
1277	917
1309	917
1391	933
1413	945
1433	979
1429	1011
1417	1059
1467	1089
1393	1079
1351	1061
1323	1081
1345	1095
1373	1123
1425	1153
1453	1147
1115	1099
1123	1133
1111	1147
1111	1353
1129	1431
1111	1457
1165	1421
1147	1539
1165	1523
1189	1507
1217	1497
1233	1523
1147	1569
1263	1531
1285	1549
1295	1475
1323	1471
1351	1427
1381	1405
1413	1393
1465	1367
1463	1413
1457	1457
1419	1503
1369	1495
1367	1517
1315	1511
1429	1563
1117	1267
1141	1297
1159	1237
1175	1271
1205	1243
1203	1217
1235	1291
1229	1315
1233	1343
1211	1369
1197	1479
1327	1367
1297	1295
1257	1245
1237	1251
1235	1225
1249	1195
1317	1253
1295	1241
1311	1215
1333	1233
1361	1227
1383	1229
1405	1225
1433	1217
1467	1223
1433	1249
