297	241
262	219
250	255
215	257
188	324
290	330
344	315
337	275
335	246
313	197
197	13
131	30
195	530
228	561
255	603
277	586
270	430
286	392
313	375
308	419
297	448
290	481
233	510
259	541
295	550
266	497
259	466
233	475
348	350
228	648
204	612
179	650
95	639
122	723
122	772
184	814
157	845
148	872
155	941
259	1023
288	999
284	948
275	890
328	925
306	819
293	792
306	763
310	734
337	701
344	730
335	792
68	690
82	952
232	1343
253	1063
75	1074
88	1103
119	1107
137	1070
168	1050
175	1083
117	1205
202	1305
148	1318
213	1219
213	1174
224	1143
166	1183
322	1336
297	1230
277	1210
270	1170
255	1136
302	1134
279	1141
299	1167
268	1105
286	1085
173	1143
342	1183
335	1227
326	1107
339	1490
312	1500
257	1549
212	1586
86	1465
76	1529
49	1544
160	1475
121	1658
279	1472
335	1445
366	244
397	241
397	273
366	284
406	113
426	113
401	208
395	157
446	281
490	208
488	248
524	250
544	226
557	170
521	170
435	190
608	190
655	161
566	248
599	246
610	293
579	295
497	299
637	335
359	643
384	623
390	650
419	674
444	677
517	683
526	639
533	661
441	348
468	346
401	412
544	590
541	621
559	548
552	512
533	468
497	510
490	490
468	510
484	543
415	483
457	439
441	479
495	408
464	410
486	359
506	375
533	364
570	361
533	408
557	417
608	670
362	766
364	797
393	799
357	823
388	832
355	868
464	719
495	712
524	726
504	746
488	766
466	748
457	774
444	785
439	759
390	717
470	690
555	697
561	752
513	779
506	830
517	803
584	854
395	1005
373	1012
437	908
461	910
435	965
559	899
577	917
584	945
530	941
530	990
595	985
564	983
546	1014
690	1003
617	908
524	890
481	877
664	848
459	1194
424	1241
426	1187
377	1187
397	1192
399	1225
386	1072
501	1092
484	1065
557	1050
568	1101
581	1065
610	1063
595	1103
619	1123
675	1132
621	1156
590	1174
608	1214
595	1234
639	1179
659	1205
668	1183
515	1163
628	1250
655	1256
628	1285
595	1272
590	1292
612	1310
595	1321
661	1325
661	1345
641	1336
692	1272
672	1278
686	1156
672	1041
379	1354
450	1363
406	1374
371	1589
423	1586
394	1569
366	1549
376	1514
483	1614
535	1614
542	1631
418	1641
391	1629
370	1398
481	1429
486	1409
528	1494
490	1558
499	1523
433	1456
382	1680
464	1700
444	1660
470	1674
435	1485
954	77
705	70
817	241
846	284
910	663
930	654
901	632
914	548
941	499
979	479
1014	501
986	515
970	597
988	595
950	615
957	661
826	661
823	632
812	530
841	543
828	563
763	670
819	346
1028	419
977	366
1001	368
863	430
881	497
890	441
939	459
974	430
1012	646
972	641
1001	679
1052	659
868	1003
815	948
781	921
728	897
903	1019
917	996
830	850
861	814
850	785
855	874
874	854
886	879
914	894
950	945
928	963
912	934
959	748
912	719
928	746
926	808
952	845
988	825
999	801
992	772
994	741
1003	870
1012	845
1054	854
1028	892
1010	905
981	905
954	908
974	930
823	739
823	708
766	701
1021	759
1008	706
1032	692
759	1252
712	1283
721	1176
730	1152
746	1134
772	1174
750	1181
777	1145
790	1114
815	1081
819	1101
726	1070
861	1063
892	1039
901	1096
897	1170
890	1134
839	1172
812	1174
1101	188
1143	137
1128	68
1079	315
1319	68
1339	228
1274	321
1241	42
1061	392
1085	372
1205	384
1236	410
1176	457
1190	497
1103	499
1068	472
1065	430
1074	621
1108	608
1117	643
1139	643
1139	612
1141	579
1192	595
1165	626
1154	668
1168	541
1272	526
1241	521
1203	526
1228	563
1223	590
1268	577
1272	628
1243	623
1276	688
1312	688
1352	597
1085	832
1101	883
1063	894
1074	941
1072	752
1063	779
1172	728
1259	728
1234	743
1216	770
1387	690
1330	814
1288	797
1347	785
1285	741
1150	794
1139	757
1150	834
1134	870
1119	788
1219	848
1225	899
1308	852
1339	868
1365	890
1354	919
1352	943
1339	974
1381	963
1299	981
1274	981
1236	950
1214	985
1208	963
1236	996
1252	1012
1181	1005
1245	1039
1323	1048
1356	1092
1292	1101
1339	1123
1283	1141
1236	1150
1248	1174
1225	1127
1201	1167
1199	1139
1210	1192
1232	1221
1228	1247
1214	1270
1216	1290
1252	1294
1270	1327
1296	1305
1256	1261
1274	1243
1268	1221
1305	1223
1325	1176
1354	1179
1383	1214
1394	1190
1345	1225
1372	1281
1367	1314
1350	1345
1290	1370
1212	1358
1196	1338
1252	1390
1216	1383
1163	1445
1181	1489
1216	1496
1230	1438
1263	1452
1281	1429
1385	1427
1336	1449
1370	1476
1341	1483
1334	1512
1305	1467
1294	1483
1154	1521
1159	1552
1161	1600
1170	1625
1225	1627
1274	1612
1214	1580
1203	1556
1203	1518
1265	1558
1334	1609
1392	1612
1399	1545
1381	1658
1361	1696
1330	1687
1319	1672
1294	1627
1299	1700
1312	1712
1248	1689
1216	1700
1188	1698
1150	1676
